Group.1;Group.2;Group.3;Group.4;x
Vigie-chiro - Routier-123;07/09/2017 20:50;direct; 9;1
Vigie-chiro - Routier-87;07/09/2017 20:52;direct; 9;1
Vigie-chiro - Routier-83;07/09/2018 21:00;direct; 9;1
Vigiechiro - Pédestre-560864;07/09/2018 21:15;direct; 9;1
Vigie-chiro - Routier-86;07/09/2020 20:59;direct; 9;1
Vigie-chiro - Routier-48;07/10/2008 21:57;direct; 9;1
Vigie-chiro - Routier-100;08/07/2007 00:30;direct; 9;1
Vigie-chiro - Routier-68;08/07/2007 00:45;direct; 9;1
Vigie-chiro - Routier-62;08/07/2007 02:45;direct; 9;1
Vigie-chiro - Routier-72;08/07/2008 00:23;direct; 9;1
Vigie-chiro - Routier-178;08/07/2009 00:20;direct; 9;1
Vigiechiro - Pédestre-750010;08/07/2011 00:18;direct; 9;1
Vigie-chiro - Routier-49;08/07/2011 23:26;direct; 9;1
Vigie-chiro - Routier-1;08/07/2012 01:28;direct; 9;1
Vigie-chiro - Routier-436;08/07/2013 00:25;direct; 9;1
Vigie-chiro - Routier-154;08/07/2014 00:34;direct; 9;1
Vigie-chiro - Routier-438;08/07/2014 00:53;direct; 9;1
Vigie-chiro - Routier-176;08/07/2014 22:25;direct; 9;1
Vigie-chiro - Routier-398;08/07/2015 00:20;direct; 9;1
Vigiechiro - Pédestre-351213;08/07/2015 23:00;direct; 9;1
Vigie-chiro - Routier-62;08/07/2016 00:40;direct; 9;1
Vigiechiro - Pédestre-740752;08/07/2016 22:05;direct; 9;1
Vigie-chiro - Routier-126;08/07/2016 22:25;direct; 9;1
Vigie-chiro - Routier-380;08/07/2016 22:35;direct; 9;1
Vigiechiro - Pédestre-220181;08/07/2016 23:05;direct; 9;1
Vigiechiro - Pédestre-290575;08/07/2016 23:10;direct; 9;1
Vigie-chiro - Routier-287;08/07/2019 22:35;direct; 9;1
Vigiechiro - Pédestre-621131;08/07/2019 22:35;direct; 9;1
Vigie-chiro - Routier-440;08/07/2019 22:38;direct; 9;1
Vigie-chiro - Routier-177;08/07/2019 22:46;direct; 9;2
Vigiechiro - Pédestre-220181;08/07/2019 23:05;direct; 9;1
Vigie-chiro - Routier-440;08/07/2020 22:23;direct; 9;2
Vigie-chiro - Routier-177;08/07/2020 22:25;direct; 9;2
Vigie-chiro - Routier-83;08/07/2020 22:33;direct; 9;1
Vigiechiro - Pédestre-351213;08/07/2020 22:45;direct; 9;1
Vigiechiro - Pédestre-440730;08/07/2021 23:30;direct; 9;1
Vigie-chiro - Routier-157;08/08/2013 23:55;direct; 9;1
Vigie-chiro - Routier-351;08/08/2014 00:08;direct; 9;1
Vigie-chiro - Routier-58;08/09/2007 01:15;direct; 9;1
Vigie-chiro - Routier-51;08/09/2008 22:35;direct; 9;1
Vigie-chiro - Routier-8;08/09/2008 22:45;direct; 9;1
Vigie-chiro - Routier-85;08/09/2008 22:45;direct; 9;1
Vigiechiro - Pédestre-200708;08/09/2008 22:53;direct; 9;1
Vigie-chiro - Routier-32;08/09/2008 23:04;direct; 9;1
Vigie-chiro - Routier-33;08/09/2008 23:04;direct; 9;1
Vigiechiro - Pédestre-451122;08/09/2008 23:04;direct; 9;1
Vigiechiro - Pédestre-290551;08/09/2008 23:13;direct; 9;1
Vigiechiro - Pédestre-332150;08/09/2008 23:15;direct; 9;1
Vigie-chiro - Routier-118;08/09/2008 23:20;direct; 9;1
Vigiechiro - Pédestre-910449;08/09/2008 23:46;direct; 9;1
Vigiechiro - Pédestre-750022;08/09/2008 23:50;direct; 9;1
Vigie-chiro - Routier-62;08/09/2009 00:10;direct; 9;1
Vigie-chiro - Routier-83;08/09/2009 20:53;direct; 9;1
Vigiechiro - Pédestre-590356;08/09/2009 23:00;direct; 9;1
Vigie-chiro - Routier-266;08/09/2009 23:10;direct; 9;1
Vigie-chiro - Routier-58;08/09/2009 23:40;direct; 9;1
Vigiechiro - Pédestre-341087;08/09/2010 20:50;direct; 9;1
Vigie-chiro - Routier-62;08/09/2010 23:32;direct; 9;1
Vigiechiro - Pédestre-851040;08/09/2011 22:55;direct; 9;1
Vigiechiro - Pédestre-350004;08/09/2011 23:37;direct; 9;1
Vigiechiro - Pédestre-220181;08/09/2012 23:30;direct; 9;1
Vigie-chiro - Routier-125;08/09/2014 21:10;direct; 9;1
Vigie-chiro - Routier-157;08/09/2014 23:01;direct; 9;1
Vigie-chiro - Routier-127;08/09/2015 21:20;direct; 9;1
Vigie-chiro - Routier-127;08/09/2016 20:55;direct; 9;1
Vigie-chiro - Routier-83;08/09/2016 21:27;direct; 9;1
Vigie-chiro - Routier-622;08/09/2016 21:40;direct; 9;1
Vigiechiro - Pédestre-861550;08/09/2016 22:19;direct; 9;1
Vigiechiro - Pédestre-130682;08/09/2017 20:30;direct; 9;1
Vigie-chiro - Routier-1;08/10/2007 21:45;direct; 9;1
Vigie-chiro - Routier-80;08/10/2007 21:45;direct; 9;1
Vigie-chiro - Routier-8;08/10/2010 00:36;direct; 9;1
Vigie-chiro - Routier-440;08/10/2010 22:10;direct; 9;1
Vigiechiro - Pédestre-170811;09/06/2009 00:28;direct; 9;1
Vigiechiro - Pédestre-221058;09/06/2016 22:55;direct; 9;1
Vigie-chiro - Routier-59;09/07/2007 02:45;direct; 9;1
Vigie-chiro - Routier-4;09/07/2008 00:25;direct; 9;1
Vigie-chiro - Routier-151;09/07/2008 00:36;direct; 9;1
Vigie-chiro - Routier-13;09/07/2008 00:50;direct; 9;1
Vigie-chiro - Routier-62;09/07/2008 02:45;direct; 9;1
Vigie-chiro - Routier-59;09/07/2009 01:05;direct; 9;1
Vigie-chiro - Routier-94;09/07/2009 22:20;direct; 9;1
Vigie-chiro - Routier-125;09/07/2009 22:30;direct; 9;1
Vigie-chiro - Routier-82;09/07/2009 23:00;direct; 9;1
Vigiechiro - Pédestre-380685;09/07/2009 23:50;direct; 9;1
Vigie-chiro - Routier-177;09/07/2009 23:56;direct; 9;1
Vigiechiro - Pédestre-750024;09/07/2010 00:30;direct; 9;1
Vigiechiro - Pédestre-750010;09/07/2010 00:50;direct; 9;1
Vigiechiro - Pédestre-770209;09/07/2010 00:50;direct; 9;1
Vigie-chiro - Routier-160;09/07/2011 00:25;direct; 9;1
Vigie-chiro - Routier-48;09/07/2011 23:34;direct; 9;1
Vigiechiro - Pédestre-350004;09/07/2012 01:02;direct; 9;1
Vigiechiro - Pédestre-590514;09/07/2012 22:30;direct; 9;1
Vigiechiro - Pédestre-910186;09/07/2013 00:20;direct; 9;1
Vigie-chiro - Routier-437;09/07/2013 00:26;direct; 9;1
Vigie-chiro - Routier-157;09/07/2014 00:28;direct; 9;1
Vigie-chiro - Routier-14;09/07/2015 00:39;direct; 9;1
Vigie-chiro - Routier-123;09/07/2016 22:20;direct; 9;1
Vigiechiro - Pédestre-800194;09/07/2016 22:30;direct; 9;1
Vigie-chiro - Routier-623;09/07/2019 22:20;direct; 9;1
Vigie-chiro - Routier-619;09/07/2019 22:23;direct; 9;1
Vigie-chiro - Routier-618;09/07/2019 22:29;direct; 9;1
Vigie-chiro - Routier-289;09/07/2019 22:30;direct; 9;1
Vigie-chiro - Routier-436;09/07/2020 22:28;direct; 9;2
Vigie-chiro - Routier-437;09/07/2020 22:32;direct; 9;2
Vigie-chiro - Routier-87;09/07/2020 22:44;direct; 9;1
Vigie-chiro - Routier-605;09/07/2020 22:50;direct; 9;1
Vigie-chiro - Routier-66;09/09/2007 22:45;direct; 9;1
Vigie-chiro - Routier-60;09/09/2008 01:00;direct; 9;1
Vigiechiro - Pédestre-590470;09/09/2009 20:45;direct; 9;1
Vigie-chiro - Routier-85;09/09/2009 20:50;direct; 9;1
Vigiechiro - Pédestre-300883;09/09/2009 22:29;direct; 9;1
Vigie-chiro - Routier-119;09/09/2009 23:10;direct; 9;1
Vigie-chiro - Routier-86;09/09/2010 20:50;direct; 9;1
Vigie-chiro - Routier-288;09/09/2010 21:15;direct; 9;1
Vigie-chiro - Routier-59;09/09/2010 23:22;direct; 9;1
Vigie-chiro - Routier-19;09/09/2011 23:35;direct; 9;1
Vigie-chiro - Routier-19;09/09/2012 23:10;direct; 9;1
Vigie-chiro - Routier-10;09/09/2012 23:39;direct; 9;1
Vigie-chiro - Routier-151;09/09/2014 22:46;direct; 9;1
Vigie-chiro - Routier-461;09/09/2015 21:05;direct; 9;1
Vigiechiro - Pédestre-220181;09/09/2015 21:20;direct; 9;1
Vigiechiro - Pédestre-820685;09/09/2015 22:44;direct; 9;1
Vigie-chiro - Routier-9;09/09/2015 23:39;direct; 9;1
Vigiechiro - Pédestre-621131;09/09/2016 20:50;direct; 9;1
Vigiechiro - Pédestre-740752;09/09/2016 21:40;direct; 9;1
Vigiechiro - Pédestre-830092;09/09/2016 22:40;direct; 9;1
Vigie-chiro - Routier-286;09/09/2017 20:38;direct; 9;1
Vigiechiro - Pédestre-041555;09/09/2018 20:30;direct; 9;1
Vigie-chiro - Routier-81;09/09/2019 20:53;direct; 9;1
Vigiechiro - Pédestre-621406;09/09/2019 21:00;direct; 9;1
Vigie-chiro - Routier-605;09/09/2020 21:05;direct; 9;1
Vigiechiro - Pédestre-350004;09/09/2020 21:10;direct; 9;1
Vigiechiro - Pédestre-750016;10/06/2016 23:20;direct; 9;1
Vigie-chiro - Routier-37;10/07/2007 00:30;direct; 9;1
Vigie-chiro - Routier-83;10/07/2007 00:30;direct; 9;1
Vigie-chiro - Routier-61;10/07/2007 02:45;direct; 9;1
Vigie-chiro - Routier-118;10/07/2008 00:20;direct; 9;1
Vigie-chiro - Routier-124;10/07/2008 00:26;direct; 9;1
Vigie-chiro - Routier-103;10/07/2008 00:36;direct; 9;1
Vigie-chiro - Routier-154;10/07/2008 00:36;direct; 9;1
Vigie-chiro - Routier-54;10/07/2008 00:52;direct; 9;1
Vigiechiro - Pédestre-590356;10/07/2009 00:15;direct; 9;1
Vigie-chiro - Routier-191;10/07/2009 00:25;direct; 9;1
Vigie-chiro - Routier-177;10/07/2010 23:30;direct; 9;1
Vigiechiro - Pédestre-220885;10/07/2011 00:50;direct; 9;1
Vigiechiro - Pédestre-290320;10/07/2011 01:05;direct; 9;1
Vigie-chiro - Routier-84;10/07/2011 22:20;direct; 9;1
Vigiechiro - Pédestre-861550;10/07/2012 00:20;direct; 9;1
Vigie-chiro - Routier-382;10/07/2012 00:34;direct; 9;1
Vigie-chiro - Routier-159;10/07/2012 00:50;direct; 9;1
Vigie-chiro - Routier-154;10/07/2012 01:00;direct; 9;1
Vigiechiro - Pédestre-530699;10/07/2013 00:29;direct; 9;1
Vigie-chiro - Routier-150;10/07/2013 01:00;direct; 9;1
Vigie-chiro - Routier-382;10/07/2013 01:02;direct; 9;1
Vigie-chiro - Routier-19;10/07/2014 00:41;direct; 9;1
Vigiechiro - Pédestre-861550;10/07/2015 00:36;direct; 9;1
Vigie-chiro - Routier-289;10/07/2017 22:36;direct; 9;1
Vigiechiro - Pédestre-220943;10/07/2017 23:00;direct; 9;1
Vigiechiro - Pédestre-590132;10/07/2018 01:03;direct; 9;1
Vigie-chiro - Routier-618;10/07/2018 22:33;direct; 9;1
Vigie-chiro - Routier-436;10/07/2019 22:30;direct; 9;1
Vigie-chiro - Routier-437;10/07/2019 22:41;direct; 9;1
Vigie-chiro - Routier-84;10/07/2019 23:27;direct; 9;1
Vigie-chiro - Routier-623;10/07/2020 22:10;direct; 9;1
Vigie-chiro - Routier-80;10/07/2020 22:48;direct; 9;1
Vigie-chiro - Routier-60;10/08/2007 01:00;direct; 9;1
Vigie-chiro - Routier-351;10/08/2010 22:00;direct; 9;1
Vigie-chiro - Routier-382;10/08/2011 00:32;direct; 9;1
Vigiechiro - Pédestre-530699;10/08/2011 23:30;direct; 9;1
Vigie-chiro - Routier-33;10/09/2007 22:30;direct; 9;1
Vigie-chiro - Routier-54;10/09/2007 23:30;direct; 9;1
Vigie-chiro - Routier-58;10/09/2008 00:45;direct; 9;1
Vigiechiro - Pédestre-130682;10/09/2008 19:59;direct; 9;1
Vigie-chiro - Routier-83;10/09/2008 22:35;direct; 9;1
Vigie-chiro - Routier-9;10/09/2008 22:40;direct; 9;1
Vigie-chiro - Routier-128;10/09/2008 23:00;direct; 9;1
Vigie-chiro - Routier-160;10/09/2008 23:07;direct; 9;1
Vigie-chiro - Routier-119;10/09/2008 23:30;direct; 9;1
Vigie-chiro - Routier-125;10/09/2009 21:20;direct; 9;1
Vigie-chiro - Routier-43;10/09/2009 23:30;direct; 9;1
Vigie-chiro - Routier-98;10/09/2012 22:40;direct; 9;1
Vigie-chiro - Routier-15;10/09/2012 23:14;direct; 9;1
Vigie-chiro - Routier-438;10/09/2012 23:14;direct; 9;1
Vigiechiro - Pédestre-151376;10/09/2012 23:20;direct; 9;1
Vigie-chiro - Routier-286;10/09/2018 21:40;direct; 9;1
Vigiechiro - Pédestre-351646;10/09/2018 23:12;direct; 9;1
Vigiechiro - Pédestre-530699;10/09/2018 23:12;direct; 9;1
Vigie-chiro - Routier-85;10/09/2019 20:54;direct; 9;1
Vigiechiro - Pédestre-590470;10/09/2019 21:00;direct; 9;1
Vigie-chiro - Routier-605;10/09/2019 21:10;direct; 9;1
Vigiechiro - Pédestre-220447;10/09/2020 21:20;direct; 9;1
Vigie-chiro - Routier-4;10/10/2007 21:45;direct; 9;1
Vigie-chiro - Routier-43;10/10/2010 21:46;direct; 9;1
Vigie-chiro - Routier-178;11/06/2008 00:15;direct; 9;1
Vigie-chiro - Routier-58;11/07/2007 02:45;direct; 9;1
Vigie-chiro - Routier-73;11/07/2008 00:40;direct; 9;1
Vigiechiro - Pédestre-290551;11/07/2008 00:45;direct; 9;1
Vigie-chiro - Routier-58;11/07/2008 02:30;direct; 9;1
Vigie-chiro - Routier-45;11/07/2009 00:30;direct; 9;1
Vigie-chiro - Routier-88;11/07/2009 00:35;direct; 9;1
Vigie-chiro - Routier-89;11/07/2009 02:45;direct; 9;1
Vigie-chiro - Routier-265;11/07/2010 00:10;direct; 9;1
Vigie-chiro - Routier-176;11/07/2010 22:30;direct; 9;1
Vigie-chiro - Routier-150;11/07/2011 00:22;direct; 9;1
Vigie-chiro - Routier-65;11/07/2012 00:41;direct; 9;1
Vigiechiro - Pédestre-750016;11/07/2012 22:20;direct; 9;1
Vigie-chiro - Routier-158;11/07/2013 00:30;direct; 9;1
Vigie-chiro - Routier-151;11/07/2014 00:32;direct; 9;1
Vigiechiro - Pédestre-830092;11/07/2016 21:50;direct; 9;1
Vigie-chiro - Routier-435;11/07/2016 22:25;direct; 9;1
Vigie-chiro - Routier-438;11/07/2016 22:25;direct; 9;1
Vigiechiro - Pédestre-840525;11/07/2018 22:00;direct; 9;1
Vigie-chiro - Routier-623;11/07/2018 22:15;direct; 9;1
Vigie-chiro - Routier-622;11/07/2018 22:25;direct; 9;1
Vigie-chiro - Routier-287;11/07/2018 22:45;direct; 9;1
Vigiechiro - Pédestre-220885;11/07/2018 22:45;direct; 9;1
Vigie-chiro - Routier-19;11/07/2019 22:24;direct; 9;1
Vigiechiro - Pédestre-440730;11/07/2019 22:25;direct; 9;1
Vigie-chiro - Routier-435;11/07/2019 22:39;direct; 9;1
Vigie-chiro - Routier-155;11/08/2011 00:55;direct; 9;1
Vigie-chiro - Routier-435;11/08/2012 23:50;direct; 9;1
Vigie-chiro - Routier-62;11/09/2007 01:00;direct; 9;1
Vigie-chiro - Routier-49;11/09/2007 22:15;direct; 9;1
Vigiechiro - Pédestre-581117;11/09/2007 22:30;direct; 9;1
Vigiechiro - Pédestre-750024;11/09/2008 00:45;direct; 9;1
Vigie-chiro - Routier-59;11/09/2008 00:55;direct; 9;1
Vigiechiro - Pédestre-750021;11/09/2008 01:03;direct; 9;1
Vigie-chiro - Routier-166;11/09/2008 23:00;direct; 9;1
Vigie-chiro - Routier-87;11/09/2008 23:30;direct; 9;1
Vigie-chiro - Routier-98;11/09/2009 20:35;direct; 9;1
Vigie-chiro - Routier-94;11/09/2009 20:47;direct; 9;1
Vigie-chiro - Routier-80;11/09/2009 20:50;direct; 9;1
Vigie-chiro - Routier-116;11/09/2009 22:45;direct; 9;1
Vigie-chiro - Routier-438;11/09/2009 22:57;direct; 9;1
Vigiechiro - Pédestre-381879;11/09/2009 23:15;direct; 9;1
Vigie-chiro - Routier-176;11/09/2012 21:02;direct; 9;1
Vigiechiro - Pédestre-750016;11/09/2012 21:40;direct; 9;1
Vigie-chiro - Routier-62;11/09/2012 23:00;direct; 9;1
Vigiechiro - Pédestre-440730;11/09/2014 23:11;direct; 9;1
Vigiechiro - Pédestre-350004;11/09/2018 21:10;direct; 9;1
Vigiechiro - Pédestre-621070;11/09/2018 21:40;direct; 9;1
Vigie-chiro - Routier-437;11/10/2010 22:30;direct; 9;1
Vigiechiro - Pédestre-221058;12/06/2010 00:45;direct; 9;1
Vigie-chiro - Routier-239;12/06/2018 22:25;direct; 9;1
Vigie-chiro - Routier-36;12/07/2007 00:15;direct; 9;1
Vigie-chiro - Routier-94;12/07/2007 00:15;direct; 9;1
Vigie-chiro - Routier-2;12/07/2007 00:30;direct; 9;1
Vigie-chiro - Routier-60;12/07/2007 02:45;direct; 9;1
Vigie-chiro - Routier-49;12/07/2007 23:30;direct; 9;1
Vigie-chiro - Routier-19;12/07/2008 00:15;direct; 9;1
Vigie-chiro - Routier-79;12/07/2009 00:30;direct; 9;1
Vigie-chiro - Routier-130;12/07/2009 23:32;direct; 9;1
Vigie-chiro - Routier-381;12/07/2011 00:10;direct; 9;1
Vigie-chiro - Routier-43;12/07/2011 00:20;direct; 9;1
Vigie-chiro - Routier-58;12/07/2011 00:40;direct; 9;1
Vigie-chiro - Routier-1;12/07/2011 00:41;direct; 9;1
Vigie-chiro - Routier-287;12/07/2011 01:17;direct; 9;1
Vigiechiro - Pédestre-530699;12/07/2012 00:38;direct; 9;1
Vigiechiro - Pédestre-910186;12/07/2014 00:31;direct; 9;1
Vigiechiro - Pédestre-290320;12/07/2014 01:06;direct; 9;1
Vigie-chiro - Routier-439;12/07/2016 22:40;direct; 9;1
Vigiechiro - Pédestre-220943;12/07/2016 23:25;direct; 9;1
Vigie-chiro - Routier-622;12/07/2017 22:10;direct; 9;1
Vigie-chiro - Routier-286;12/07/2017 22:38;direct; 9;1
Vigie-chiro - Routier-440;12/07/2017 22:41;direct; 9;1
Vigie-chiro - Routier-176;12/07/2018 21:54;direct; 9;1
Vigie-chiro - Routier-619;12/07/2021 22:20;direct; 9;1
Vigie-chiro - Routier-618;12/07/2021 22:30;direct; 9;1
Vigie-chiro - Routier-160;12/08/2013 23:40;direct; 9;1
Vigie-chiro - Routier-152;12/08/2014 23:30;direct; 9;1
Vigie-chiro - Routier-25;12/09/2006 22:45;direct; 9;1
Vigie-chiro - Routier-5;12/09/2006 22:45;direct; 9;1
Vigiechiro - Pédestre-300883;12/09/2007 22:30;direct; 9;1
Vigie-chiro - Routier-36;12/09/2007 22:45;direct; 9;1
Vigiechiro - Pédestre-750016;12/09/2008 00:39;direct; 9;1
Vigie-chiro - Routier-57;12/09/2008 01:00;direct; 9;1
Vigie-chiro - Routier-168;12/09/2008 20:35;direct; 9;1
Vigie-chiro - Routier-171;12/09/2008 20:55;direct; 9;1
Vigie-chiro - Routier-172;12/09/2008 23:05;direct; 9;1
Vigie-chiro - Routier-84;12/09/2011 20:45;direct; 9;1
Vigie-chiro - Routier-436;12/09/2013 22:48;direct; 9;1
Vigiechiro - Pédestre-220030;12/09/2016 20:03;direct; 9;1
Vigie-chiro - Routier-85;12/09/2016 20:42;direct; 9;1
Vigie-chiro - Routier-382;12/09/2016 21:05;direct; 9;1
Vigie-chiro - Routier-289;12/09/2017 20:42;direct; 9;1
Vigie-chiro - Routier-622;12/09/2017 20:45;direct; 9;1
Vigie-chiro - Routier-438;12/09/2017 20:52;direct; 9;1
Vigie-chiro - Routier-398;12/09/2017 22:48;direct; 9;1
Vigie-chiro - Routier-622;12/09/2018 22:30;direct; 9;1
Vigiechiro - Pédestre-680591;12/09/2018 22:37;direct; 9;1
Vigiechiro - Pédestre-861550;12/09/2018 22:54;direct; 9;1
Vigie-chiro - Routier-623;12/09/2019 20:45;direct; 9;1
Vigie-chiro - Routier-622;12/09/2019 22:20;direct; 9;1
Vigie-chiro - Routier-239;13/06/2017 22:45;direct; 9;1
Vigiechiro - Pédestre-221058;13/06/2018 23:14;direct; 9;1
Vigie-chiro - Routier-30;13/07/2006 00:30;direct; 9;1
Vigie-chiro - Routier-4;13/07/2006 00:30;direct; 9;1
Vigie-chiro - Routier-40;13/07/2007 00:15;direct; 9;1
Vigie-chiro - Routier-73;13/07/2007 00:15;direct; 9;1
Vigie-chiro - Routier-84;13/07/2007 00:20;direct; 9;1
Vigie-chiro - Routier-10;13/07/2007 00:30;direct; 9;1
Vigiechiro - Pédestre-290207;13/07/2007 00:45;direct; 9;1
Vigie-chiro - Routier-129;13/07/2008 00:15;direct; 9;1
Vigie-chiro - Routier-150;13/07/2008 00:35;direct; 9;1
Vigie-chiro - Routier-107;13/07/2008 00:54;direct; 9;1
Vigiechiro - Pédestre-750018;13/07/2010 00:27;direct; 9;1
Vigie-chiro - Routier-266;13/07/2010 00:30;direct; 9;1
Vigie-chiro - Routier-438;13/07/2010 00:32;direct; 9;1
Vigie-chiro - Routier-3;13/07/2011 00:45;direct; 9;1
Vigie-chiro - Routier-152;13/07/2011 01:00;direct; 9;1
Vigie-chiro - Routier-176;13/07/2015 22:44;direct; 9;1
Vigie-chiro - Routier-177;13/07/2016 22:20;direct; 9;1
Vigie-chiro - Routier-440;13/07/2016 22:25;direct; 9;1
Vigie-chiro - Routier-414;13/07/2017 00:25;direct; 9;1
Vigiechiro - Pédestre-861550;13/07/2018 00:42;direct; 9;1
Vigie-chiro - Routier-177;13/07/2018 22:48;direct; 9;1
Vigie-chiro - Routier-605;13/07/2018 23:00;direct; 9;2
Vigie-chiro - Routier-439;13/07/2020 22:30;direct; 9;2
Vigie-chiro - Routier-13;13/08/2008 23:30;direct; 9;1
Vigiechiro - Pédestre-331721;13/08/2009 00:30;direct; 9;1
Vigie-chiro - Routier-151;13/08/2011 00:15;direct; 9;1
Vigie-chiro - Routier-380;13/08/2012 00:03;direct; 9;1
Vigie-chiro - Routier-382;13/08/2012 23:57;direct; 9;1
Vigie-chiro - Routier-151;13/08/2013 23:50;direct; 9;1
Vigie-chiro - Routier-160;13/08/2014 23:43;direct; 9;1
Vigie-chiro - Routier-3;13/09/2006 22:30;direct; 9;1
Vigiechiro - Pédestre-621401;13/09/2006 22:30;direct; 9;1
Vigie-chiro - Routier-87;13/09/2007 22:30;direct; 9;1
Vigiechiro - Pédestre-621401;13/09/2007 23:30;direct; 9;1
Vigie-chiro - Routier-175;13/09/2008 22:40;direct; 9;1
Vigie-chiro - Routier-40;13/09/2008 22:45;direct; 9;1
Vigie-chiro - Routier-54;13/09/2008 22:45;direct; 9;1
Vigie-chiro - Routier-72;13/09/2010 02:34;direct; 9;1
Vigie-chiro - Routier-57;13/09/2010 23:13;direct; 9;1
Vigie-chiro - Routier-14;13/09/2010 23:33;direct; 9;1
Vigie-chiro - Routier-435;13/09/2012 22:44;direct; 9;1
Vigie-chiro - Routier-58;13/09/2012 23:00;direct; 9;1
Vigiechiro - Pédestre-350004;13/09/2012 23:41;direct; 9;1
Vigie-chiro - Routier-605;13/09/2017 21:00;direct; 9;2
Vigie-chiro - Routier-605;13/09/2018 20:55;direct; 9;2
Vigie-chiro - Routier-239;13/09/2018 21:00;direct; 9;1
Vigiechiro - Pédestre-621131;13/09/2018 21:00;direct; 9;1
Vigiechiro - Pédestre-220447;13/09/2018 21:30;direct; 9;1
Vigiechiro - Pédestre-590514;13/09/2019 20:30;direct; 9;1
Vigie-chiro - Routier-623;13/09/2021 20:55;direct; 9;1
Vigie-chiro - Routier-605;13/09/2021 21:00;direct; 9;1
Vigie-chiro - Routier-9;13/10/2010 00:02;direct; 9;1
Vigie-chiro - Routier-177;14/06/2008 22:30;direct; 9;1
Vigie-chiro - Routier-15;14/07/2007 00:30;direct; 9;1
Vigie-chiro - Routier-19;14/07/2007 00:30;direct; 9;1
Vigie-chiro - Routier-64;14/07/2007 02:45;direct; 9;1
Vigie-chiro - Routier-19;14/07/2008 00:15;direct; 9;1
Vigie-chiro - Routier-152;14/07/2008 00:44;direct; 9;1
Vigie-chiro - Routier-88;14/07/2009 00:45;direct; 9;1
Vigie-chiro - Routier-89;14/07/2009 02:50;direct; 9;1
Vigie-chiro - Routier-380;14/07/2010 00:37;direct; 9;1
Vigie-chiro - Routier-439;14/07/2010 00:45;direct; 9;1
Vigie-chiro - Routier-382;14/07/2011 00:34;direct; 9;1
Vigie-chiro - Routier-158;14/07/2011 00:39;direct; 9;1
Vigie-chiro - Routier-262;14/07/2014 21:40;direct; 9;1
Vigie-chiro - Routier-168;14/07/2014 22:11;direct; 9;1
Vigie-chiro - Routier-438;14/07/2015 00:35;direct; 9;1
Vigie-chiro - Routier-437;14/07/2016 22:20;direct; 9;1
Vigie-chiro - Routier-436;14/07/2016 22:25;direct; 9;1
Vigiechiro - Pédestre-220061;14/07/2016 22:40;direct; 9;1
Vigiechiro - Pédestre-350914;14/07/2016 22:55;direct; 9;1
Vigie-chiro - Routier-427;14/07/2017 22:50;direct; 9;1
Vigie-chiro - Routier-176;14/07/2017 23:09;direct; 9;1
Vigie-chiro - Routier-436;14/07/2021 22:24;direct; 9;1
Vigie-chiro - Routier-437;14/07/2021 22:24;direct; 9;1
Vigie-chiro - Routier-145;14/08/2009 00:10;direct; 9;1
Vigie-chiro - Routier-154;14/08/2013 23:40;direct; 9;1
Vigie-chiro - Routier-6;14/09/2006 22:30;direct; 9;1
Vigiechiro - Pédestre-750025;14/09/2008 00:28;direct; 9;1
Vigie-chiro - Routier-120;14/09/2008 22:55;direct; 9;1
Vigie-chiro - Routier-19;14/09/2008 23:30;direct; 9;1
Vigie-chiro - Routier-84;14/09/2010 20:42;direct; 9;1
Vigiechiro - Pédestre-820685;14/09/2010 22:12;direct; 9;1
Vigie-chiro - Routier-85;14/09/2011 20:45;direct; 9;1
Vigiechiro - Pédestre-820685;14/09/2011 22:30;direct; 9;1
Vigie-chiro - Routier-398;14/09/2015 23:08;direct; 9;1
Vigiechiro - Pédestre-220943;14/09/2016 21:35;direct; 9;1
Vigie-chiro - Routier-127;14/09/2017 20:45;direct; 9;1
Vigie-chiro - Routier-81;14/09/2018 20:52;direct; 9;1
Vigie-chiro - Routier-287;14/09/2018 21:00;direct; 9;1
Vigie-chiro - Routier-623;14/09/2020 20:45;direct; 9;1
Vigiechiro - Pédestre-440730;14/09/2020 20:56;direct; 9;1
Vigiechiro - Pédestre-840112;14/09/2021 20:00;direct; 9;1
Vigiechiro - Pédestre-200708;15/06/2009 23:45;direct; 9;1
Vigie-chiro - Routier-382;15/06/2015 22:55;direct; 9;1
Vigie-chiro - Routier-80;15/06/2017 22:55;direct; 9;1
Vigie-chiro - Routier-87;15/06/2021 22:45;direct; 9;1
Vigie-chiro - Routier-19;15/07/2007 00:30;direct; 9;1
Vigiechiro - Pédestre-151376;15/07/2007 00:30;direct; 9;1
Vigie-chiro - Routier-56;15/07/2007 02:45;direct; 9;1
Vigie-chiro - Routier-100;15/07/2008 00:30;direct; 9;1
Vigie-chiro - Routier-36;15/07/2008 00:30;direct; 9;1
Vigie-chiro - Routier-108;15/07/2008 01:50;direct; 9;1
Vigie-chiro - Routier-114;15/07/2009 00:10;direct; 9;1
Vigie-chiro - Routier-37;15/07/2009 00:30;direct; 9;1
Vigie-chiro - Routier-123;15/07/2009 22:26;direct; 9;1
Vigie-chiro - Routier-276;15/07/2010 22:00;direct; 9;1
Vigie-chiro - Routier-266;15/07/2014 00:10;direct; 9;1
Vigie-chiro - Routier-263;15/07/2014 21:52;direct; 9;1
